Kasus_ID,Perkara_Kasus,Deskripsi_Kasus,NIK,Pengacara_ID,Staf_ID,Tgl_Daftar,Tgl_Mulai,Tgl_Selesai,Hasil,Status_Kasus
500012,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500012 untuk NIK 10003960,10003960,98,440,2026-03-22,2026-12-03,,,Pending
500013,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500013 untuk NIK 10005782,10005782,449,28,2025-04-18,2026-09-24,2026-10-28,Kalah,Selesai
500014,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500014 untuk NIK 10003465,10003465,83,465,2026-05-13,2026-08-24,,,Proses
500015,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500015 untuk NIK 10008952,10008952,942,61,2024-02-09,2025-06-18,,,Proses
500016,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500016 untuk NIK 10004830,10004830,572,442,2025-03-16,2026-02-12,,,Proses
500017,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500017 untuk NIK 10006085,10006085,167,811,2023-09-06,2025-02-21,,,Pending
500018,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500018 untuk NIK 10001148,10001148,483,441,2023-06-08,2023-12-15,,,Proses
500019,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500019 untuk NIK 10005829,10005829,921,679,2023-07-17,2023-11-09,2024-08-29,Banding Menang,Banding
500020,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500020 untuk NIK 10007555,10007555,247,44,2024-02-23,2025-08-10,,,Pending
500021,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500021 untuk NIK 10001931,10001931,210,984,2026-07-17,2026-08-31,,,Proses
500022,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500022 untuk NIK 10007929,10007929,693,837,2023-12-31,2024-10-09,2025-02-17,Menang,Selesai
500023,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500023 untuk NIK 10007438,10007438,538,532,2023-06-16,2025-08-25,2026-07-26,Damai,Selesai
500024,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500024 untuk NIK 10005050,10005050,255,822,2023-09-29,2024-06-24,,,Pending
500025,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500025 untuk NIK 10003531,10003531,116,117,2023-05-08,2026-02-01,2026-06-03,Banding Menang,Banding
500026,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500026 untuk NIK 10004659,10004659,397,502,2024-04-24,2024-06-06,,,Pending
500027,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500027 untuk NIK 10003213,10003213,556,444,2024-03-28,2026-06-03,2026-08-03,Menang,Selesai
500028,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500028 untuk NIK 10005618,10005618,540,676,2026-07-15,2026-10-07,,,Pending
500029,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500029 untuk NIK 10004649,10004649,490,186,2026-09-04,2026-11-24,,,Proses
500030,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500030 untuk NIK 10003029,10003029,52,858,2025-02-17,2025-04-26,,,Proses
500031,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500031 untuk NIK 10005564,10005564,241,415,2025-08-20,2026-10-23,2026-12-23,Damai,Selesai
500032,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500032 untuk NIK 10005789,10005789,983,22,2025-08-07,2026-09-12,,,Proses
500033,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500033 untuk NIK 10008250,10008250,598,802,2024-01-06,2025-01-05,,,Proses
500034,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500034 untuk NIK 10007229,10007229,118,235,2023-07-31,2024-11-12,2025-03-19,Menang,Selesai
500035,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500035 untuk NIK 10009926,10009926,596,12,2025-01-13,2025-03-02,,,Proses
500036,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500036 untuk NIK 10002011,10002011,867,389,2024-02-11,2024-03-05,,,Proses
500037,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500037 untuk NIK 10005744,10005744,806,476,2025-10-11,2026-12-02,,,Proses
500038,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500038 untuk NIK 10001889,10001889,373,953,2025-01-01,2025-02-08,,,Proses
500039,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500039 untuk NIK 10009934,10009934,864,479,2023-11-16,2026-05-27,2026-09-24,Kalah,Selesai
500040,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500040 untuk NIK 10008573,10008573,393,729,2024-01-21,2026-04-28,2026-11-07,Kalah,Selesai
500041,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500041 untuk NIK 10005921,10005921,738,96,2024-04-29,2026-02-06,2026-12-03,Damai,Selesai
500042,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500042 untuk NIK 10007629,10007629,363,499,2024-10-15,2026-02-24,2026-06-15,Kalah,Selesai
500043,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500043 untuk NIK 10003280,10003280,61,962,2026-03-14,2026-09-12,,,Proses
500044,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500044 untuk NIK 10003550,10003550,505,630,2025-10-21,2025-10-26,,,Pending
500045,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500045 untuk NIK 10000417,10000417,723,789,2023-01-09,2025-01-09,,,Proses
500046,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500046 untuk NIK 10008284,10008284,752,120,2026-10-22,2026-12-08,,,Proses
500047,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500047 untuk NIK 10000699,10000699,688,266,2024-04-16,2025-11-10,2026-07-20,Menang,Selesai
500048,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500048 untuk NIK 10007273,10007273,613,439,2023-01-28,2024-10-09,,,Proses
500049,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500049 untuk NIK 10007122,10007122,558,1000,2023-06-06,2025-01-30,,,Pending
500050,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500050 untuk NIK 10003151,10003151,142,875,2026-05-14,2026-12-16,,,Proses
500051,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500051 untuk NIK 10003795,10003795,146,109,2024-01-09,2025-10-06,2026-11-20,Menang,Selesai
500052,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500052 untuk NIK 10007510,10007510,494,487,2023-10-10,2026-06-15,,,Proses
500053,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500053 untuk NIK 10000609,10000609,686,637,2023-04-23,2026-01-06,2026-05-25,Menang,Selesai
500054,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500054 untuk NIK 10003927,10003927,966,211,2026-07-12,2026-11-01,,,Proses
500055,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500055 untuk NIK 10005466,10005466,452,549,2025-06-19,2026-10-21,,,Pending
500056,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500056 untuk NIK 10003110,10003110,163,555,2025-09-16,2026-06-23,2026-08-18,Kalah,Selesai
500057,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500057 untuk NIK 10006752,10006752,771,232,2026-03-08,2026-03-23,2026-12-22,Kalah,Selesai
500058,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500058 untuk NIK 10002108,10002108,585,789,2026-09-14,2026-10-13,,,Proses
500059,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500059 untuk NIK 10004494,10004494,799,638,2026-04-30,2026-07-14,2026-10-19,Menang,Selesai
500060,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500060 untuk NIK 10000679,10000679,158,894,2025-11-06,2026-06-28,2026-09-09,Menang,Selesai
500061,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500061 untuk NIK 10008508,10008508,145,660,2026-10-08,2026-12-24,,,Pending
500062,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500062 untuk NIK 10009341,10009341,310,80,2026-10-30,2026-12-19,,,Proses
500063,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500063 untuk NIK 10009163,10009163,124,396,2025-02-13,2026-05-19,2026-08-06,Menang,Selesai
500064,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500064 untuk NIK 10003690,10003690,60,964,2023-11-21,2026-09-24,,,Pending
500065,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500065 untuk NIK 10003017,10003017,407,288,2026-05-31,2026-10-04,2026-11-23,Menang,Selesai
500066,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500066 untuk NIK 10006354,10006354,113,349,2025-01-28,2026-08-18,,,Proses
500067,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500067 untuk NIK 10003389,10003389,821,889,2025-10-25,2026-04-22,2026-07-17,Menang,Selesai
500068,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500068 untuk NIK 10005275,10005275,944,505,2024-08-07,2025-03-13,2025-05-06,Kalah,Selesai
500069,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500069 untuk NIK 10005402,10005402,739,576,2025-03-04,2025-03-31,,,Pending
500070,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500070 untuk NIK 10000371,10000371,174,353,2023-02-11,2023-04-17,,,Proses
500071,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500071 untuk NIK 10009313,10009313,756,654,2025-10-16,2026-09-30,2026-12-21,Damai,Selesai
500072,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500072 untuk NIK 10005934,10005934,622,414,2024-10-17,2025-06-16,,,Proses
500073,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500073 untuk NIK 10008985,10008985,799,969,2025-11-03,2026-08-16,,,Proses
500074,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500074 untuk NIK 10009065,10009065,696,251,2024-07-22,2025-03-12,2025-07-28,Banding Kalah,Banding
500075,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500075 untuk NIK 10003377,10003377,686,952,2023-05-04,2024-08-14,2026-03-25,Menang,Selesai
500076,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500076 untuk NIK 10009422,10009422,988,42,2026-05-31,2026-09-14,,,Proses
500077,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500077 untuk NIK 10003270,10003270,12,334,2023-11-20,2025-05-20,2026-11-25,Menang,Selesai
500078,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500078 untuk NIK 10004779,10004779,673,452,2025-06-03,2026-09-04,,,Pending
500079,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500079 untuk NIK 10005814,10005814,361,172,2025-04-14,2025-09-22,2026-06-16,Menang,Selesai
500080,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500080 untuk NIK 10006192,10006192,918,67,2024-04-02,2026-06-21,2026-10-24,Menang,Selesai
500081,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500081 untuk NIK 10005544,10005544,996,642,2026-05-29,2026-10-09,2026-11-12,Damai,Selesai
500082,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500082 untuk NIK 10003012,10003012,349,519,2026-12-29,2026-12-29,,,Proses
500083,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500083 untuk NIK 10005083,10005083,694,542,2024-08-13,2025-05-23,2026-11-08,Menang,Selesai
500084,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500084 untuk NIK 10006451,10006451,410,473,2024-06-17,2025-07-14,2026-03-23,Kalah,Selesai
500085,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500085 untuk NIK 10009272,10009272,251,310,2024-04-07,2025-09-20,,,Pending
500086,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500086 untuk NIK 10004365,10004365,608,567,2023-08-04,2025-12-11,,,Proses
500087,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500087 untuk NIK 10008975,10008975,38,406,2026-02-03,2026-07-15,2026-10-07,Damai,Selesai
500088,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500088 untuk NIK 10007811,10007811,994,765,2025-01-08,2026-02-20,,,Proses
500089,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500089 untuk NIK 10007347,10007347,122,323,2026-10-26,2026-11-02,,,Pending
500090,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500090 untuk NIK 10005808,10005808,663,516,2025-01-09,2025-08-11,,,Proses
500091,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500091 untuk NIK 10005362,10005362,580,35,2024-05-21,2025-10-01,,,Pending
500092,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500092 untuk NIK 10006369,10006369,694,282,2025-11-25,2026-03-03,,,Proses
500093,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500093 untuk NIK 10003398,10003398,359,287,2024-10-14,2025-10-13,,,Proses
500094,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500094 untuk NIK 10005559,10005559,622,141,2024-06-01,2025-12-20,2026-01-29,Menang,Selesai
500095,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500095 untuk NIK 10005229,10005229,408,920,2024-04-22,2024-06-04,,,Proses
500096,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500096 untuk NIK 10004033,10004033,497,886,2025-02-07,2025-02-20,,,Proses
500097,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500097 untuk NIK 10000539,10000539,917,150,2026-07-22,2026-10-25,2026-12-24,Menang,Selesai
500098,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500098 untuk NIK 10001008,10001008,554,751,2023-08-29,2024-10-14,,,Proses
500099,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500099 untuk NIK 10003745,10003745,668,595,2026-03-05,2026-06-06,2026-07-26,Kalah,Selesai
500100,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500100 untuk NIK 10007608,10007608,636,21,2023-04-03,2023-04-17,2023-10-30,Banding Menang,Banding
500101,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500101 untuk NIK 10007928,10007928,46,490,2025-07-13,2026-03-31,2026-07-23,Menang,Selesai
500102,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500102 untuk NIK 10006018,10006018,748,580,2025-05-27,2026-05-03,,,Pending
500103,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500103 untuk NIK 10007810,10007810,674,425,2025-12-10,2026-02-28,,,Proses
500104,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500104 untuk NIK 10009482,10009482,588,850,2023-08-12,2025-05-06,,,Pending
500105,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500105 untuk NIK 10003242,10003242,278,655,2026-11-01,2026-11-07,2026-12-16,Menang,Selesai
500106,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500106 untuk NIK 10003325,10003325,118,168,2023-11-12,2026-09-06,2026-10-21,Kalah,Selesai
500107,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500107 untuk NIK 10009741,10009741,493,18,2026-02-04,2026-06-20,2026-12-25,Menang,Selesai
500108,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500108 untuk NIK 10000873,10000873,389,714,2023-01-13,2026-05-31,,,Proses
500109,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500109 untuk NIK 10006777,10006777,771,542,2024-10-04,2025-12-28,,,Proses
500110,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500110 untuk NIK 10008829,10008829,220,841,2023-10-31,2026-08-14,2026-11-10,Banding Menang,Banding
500111,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500111 untuk NIK 10007488,10007488,516,91,2025-02-17,2025-06-22,,,Proses
500112,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500112 untuk NIK 10005630,10005630,728,596,2024-02-28,2026-08-10,,,Proses
500113,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500113 untuk NIK 10004306,10004306,283,751,2024-02-09,2024-12-03,2025-01-27,Menang,Selesai
500114,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500114 untuk NIK 10003812,10003812,426,45,2023-07-29,2025-06-10,2026-05-02,Menang,Selesai
500115,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500115 untuk NIK 10002824,10002824,668,743,2024-07-05,2025-02-03,2026-02-08,Menang,Selesai
500116,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500116 untuk NIK 10006887,10006887,880,803,2026-09-28,2026-11-10,,,Pending
500117,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500117 untuk NIK 10003014,10003014,730,415,2024-12-28,2026-10-17,,,Proses
500118,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500118 untuk NIK 10009444,10009444,937,939,2024-01-11,2026-04-27,2026-06-14,Damai,Selesai
500119,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500119 untuk NIK 10000435,10000435,424,713,2025-06-06,2026-11-03,,,Pending
500120,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500120 untuk NIK 10000007,10000007,525,722,2023-08-06,2026-10-23,2026-11-26,Kalah,Selesai
500121,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500121 untuk NIK 10004936,10004936,56,465,2026-12-15,2026-12-21,,,Pending
500122,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500122 untuk NIK 10007818,10007818,836,472,2025-11-07,2026-08-07,,,Proses
500123,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500123 untuk NIK 10004662,10004662,168,925,2026-11-06,2026-11-20,2026-12-28,Damai,Selesai
500124,Keluarga: Cerai Gugat,Kasus Keluarga: Cerai Gugat No. 500124 untuk NIK 10006625,10006625,205,823,2025-05-11,2026-12-01,,,Proses
500125,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500125 untuk NIK 10002441,10002441,877,4,2023-09-14,2024-04-20,,,Proses
500126,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500126 untuk NIK 10002232,10002232,496,409,2025-10-01,2026-11-27,,,Proses
500127,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500127 untuk NIK 10001341,10001341,950,725,2026-08-14,2026-12-10,,,Proses
500128,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500128 untuk NIK 10008775,10008775,612,770,2025-07-20,2026-01-10,,,Proses
500129,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500129 untuk NIK 10007326,10007326,962,224,2024-11-13,2026-11-14,2026-12-29,Kalah,Selesai
500130,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500130 untuk NIK 10006430,10006430,310,190,2026-02-12,2026-12-15,,,Proses
500131,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500131 untuk NIK 10005128,10005128,869,743,2025-05-19,2025-09-19,,,Proses
500132,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500132 untuk NIK 10002393,10002393,899,538,2023-06-16,2025-11-02,,,Pending
500133,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500133 untuk NIK 10003652,10003652,45,526,2025-08-30,2026-06-05,,,Pending
500134,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500134 untuk NIK 10008897,10008897,79,270,2024-03-24,2024-09-24,,,Proses
500135,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500135 untuk NIK 10004924,10004924,143,736,2023-08-13,2025-03-14,,,Proses
500136,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500136 untuk NIK 10006579,10006579,867,776,2025-05-09,2025-12-02,,,Proses
500137,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500137 untuk NIK 10006164,10006164,695,162,2025-05-29,2026-07-02,,,Proses
500138,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500138 untuk NIK 10009109,10009109,370,889,2024-01-08,2026-10-16,2026-11-25,Kalah,Selesai
500139,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500139 untuk NIK 10008751,10008751,373,254,2026-01-20,2026-09-22,,,Proses
500140,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500140 untuk NIK 10004494,10004494,739,453,2026-03-08,2026-05-28,,,Proses
500141,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500141 untuk NIK 10000997,10000997,23,576,2026-08-15,2026-10-22,,,Proses
500142,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500142 untuk NIK 10006100,10006100,638,129,2024-03-15,2026-03-03,,,Proses
500143,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500143 untuk NIK 10003934,10003934,676,958,2026-12-17,2026-12-21,,,Proses
500144,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500144 untuk NIK 10001916,10001916,526,256,2023-10-28,2025-03-09,,,Pending
500145,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500145 untuk NIK 10004073,10004073,138,706,2025-08-11,2026-06-21,,,Pending
500146,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500146 untuk NIK 10005844,10005844,107,70,2024-11-17,2025-01-11,,,Pending
500147,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500147 untuk NIK 10000193,10000193,377,857,2026-01-21,2026-10-26,,,Pending
500148,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500148 untuk NIK 10003427,10003427,811,892,2025-08-03,2026-11-29,2026-12-29,Damai,Selesai
500149,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500149 untuk NIK 10002422,10002422,215,668,2024-05-27,2026-02-10,2026-09-08,Menang,Selesai
500150,Pidana: Penggelapan,Kasus Pidana: Penggelapan No. 500150 untuk NIK 10005138,10005138,866,379,2026-07-25,2026-11-06,,,Proses
500151,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500151 untuk NIK 10001332,10001332,871,251,2024-11-30,2025-01-21,,,Pending
500152,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500152 untuk NIK 10000528,10000528,594,402,2025-08-02,2026-04-11,,,Proses
500153,Hukum Properti: Jual Beli,Kasus Hukum Properti: Jual Beli No. 500153 untuk NIK 10007912,10007912,426,266,2025-09-07,2025-09-15,2026-08-10,Menang,Selesai
500154,Tata Usaha Negara: Sengketa Izin,Kasus Tata Usaha Negara: Sengketa Izin No. 500154 untuk NIK 10006847,10006847,550,178,2024-04-05,2025-01-04,2025-04-17,Banding Kalah,Banding
500155,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500155 untuk NIK 10008405,10008405,817,424,2025-03-27,2025-07-22,2026-03-17,Kalah,Selesai
500156,Bisnis: Wanprestasi,Kasus Bisnis: Wanprestasi No. 500156 untuk NIK 10007084,10007084,961,499,2026-05-25,2026-11-16,,,Proses
500157,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500157 untuk NIK 10003667,10003667,955,427,2024-06-19,2026-06-18,,,Proses
500158,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500158 untuk NIK 10001009,10001009,600,127,2023-03-12,2023-08-28,,,Proses
500159,Pidana: Narkotika,Kasus Pidana: Narkotika No. 500159 untuk NIK 10000729,10000729,709,326,2024-05-18,2025-09-26,2025-11-14,Menang,Selesai
500160,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500160 untuk NIK 10005694,10005694,161,191,2024-07-20,2024-08-28,,,Proses
500161,Perdata: Gugatan Perbankan,Kasus Perdata: Gugatan Perbankan No. 500161 untuk NIK 10006625,10006625,333,104,2024-12-25,2025-05-21,,,Proses
500162,Perdata: Sengketa Tanah,Kasus Perdata: Sengketa Tanah No. 500162 untuk NIK 10004865,10004865,652,914,2023-03-11,2025-09-10,,,Proses
