Penagihan_ID,NIK,LH_ID,Kasus_ID,Staf_ID,Tgl_Penagihan,Status_Penagihan,Tgl_Bayar,Biaya_Admin,Biaya_PendaftaranPgd,Biaya_SalinanPts,Biaya_Layanan_Hukum
70054,100342,630,50054,82,2024-10-12,Belum Lunas,,30000,2983121,20000,3975923
70055,100088,562,50055,647,2024-09-22,Lunas,2024-10-03,50000,4595761,50000,37540550
70056,100009,743,50056,177,2025-07-09,Lunas,2025-07-18,30000,4668126,20000,1026792
70057,100040,152,50057,514,2025-11-23,Lunas,2025-12-15,50000,3499444,20000,6831640
70058,100120,318,50058,1,2025-09-26,Lunas,2025-10-18,30000,270231,50000,7660519
70059,100106,971,50059,888,2025-04-30,Lunas,2025-05-03,20000,208019,20000,6853493
70060,100191,323,50060,463,2025-10-26,Lunas,2025-11-16,30000,4329261,20000,1051402
70061,100744,879,50061,225,2025-11-23,Lunas,2025-12-21,50000,2534626,50000,1281423
70062,100680,484,50062,531,2025-12-21,Lunas,2026-01-11,50000,2484747,20000,33126514
70063,100011,374,50063,181,2025-06-21,Lunas,2025-06-22,30000,3179407,10000,7978811
70064,100647,466,50064,621,2024-07-17,Lunas,2024-07-17,30000,800368,50000,6946551
70065,100375,983,50065,352,2025-11-29,Lunas,2025-12-09,50000,1199037,50000,4815299
70066,100672,350,50066,575,2025-07-27,Lunas,2025-08-23,20000,4959370,50000,3957924
70067,100986,591,50067,732,2025-02-07,Lunas,2025-02-14,30000,2834234,50000,32576779
70068,100076,640,50068,945,2025-12-25,Lunas,2026-01-12,50000,3282631,50000,8545794
70069,100787,657,50069,840,2024-12-02,Lunas,2024-12-10,30000,2425177,10000,33804884
70070,100740,874,50070,664,2025-12-27,Lunas,2026-01-23,30000,4720878,10000,2185800
70071,100324,563,50071,888,2025-12-12,Lunas,2026-01-08,20000,1357192,50000,20036753
70072,100339,653,50072,972,2025-12-02,Lunas,2025-12-15,20000,4312224,50000,12128861
70073,100578,993,50073,895,2025-10-02,Belum Lunas,,20000,1948074,20000,24985844
70074,100585,192,50074,595,2025-03-09,Lunas,2025-03-25,30000,3056983,20000,4068302
70075,100067,723,50075,303,2025-05-24,Lunas,2025-06-07,20000,2988424,10000,39917001
70076,100966,422,50076,162,2025-06-25,Lunas,2025-07-18,50000,3345068,20000,34431200
70077,100158,667,50077,257,2025-12-29,Lunas,2026-01-22,30000,2952146,10000,43150307
70078,100779,606,50078,318,2025-05-02,Lunas,2025-05-10,20000,4962901,10000,26596993
70079,100244,914,50079,179,2025-03-27,Lunas,2025-04-17,50000,2926303,10000,1823260
70080,100859,847,50080,641,2025-05-07,Lunas,2025-05-08,50000,1196938,20000,18009562
70081,100268,750,50081,461,2025-06-06,Lunas,2025-06-18,30000,4466318,20000,2817013
70082,100232,744,50082,917,2025-12-04,Lunas,2025-12-04,20000,2443982,10000,5487400
70083,100876,752,50083,810,2025-11-03,Lunas,2025-11-27,30000,2163100,20000,1538851
70084,100005,397,50084,70,2024-12-29,Lunas,2025-01-14,20000,4700457,50000,7883819
70085,100431,530,50085,328,2025-11-06,Lunas,2025-12-02,50000,4685105,50000,1176174
70086,100789,303,50086,809,2025-12-21,Belum Lunas,,20000,4757482,50000,7971841
70087,100193,253,50087,610,2025-12-03,Lunas,2025-12-28,20000,2575966,50000,1370969
70088,100032,353,50088,417,2025-12-23,Lunas,2026-01-04,20000,4626710,50000,7596197
70089,100565,767,50089,696,2025-09-12,Lunas,2025-10-03,50000,1197820,20000,1631916
70090,100188,397,50090,384,2025-11-24,Belum Lunas,,30000,4839254,50000,7883819
70091,100341,172,50091,632,2025-10-26,Belum Lunas,,20000,3546708,10000,2776242
70092,100448,159,50092,109,2025-04-26,Lunas,2025-04-26,50000,4463901,20000,4420522
70093,100749,53,50093,874,2025-02-22,Lunas,2025-03-06,30000,1827577,10000,33963917
70094,100441,512,50094,439,2025-06-28,Lunas,2025-07-07,30000,4788565,20000,21286033
70095,100605,743,50095,383,2025-08-07,Lunas,2025-08-27,20000,1058367,10000,1026792
70096,100407,883,50096,912,2024-10-29,Lunas,2024-11-19,30000,4129747,50000,9470335
70097,100376,387,50097,499,2025-04-28,Belum Lunas,,50000,547827,50000,3975604
70098,100372,605,50098,706,2025-12-27,Lunas,2026-01-05,50000,3267346,50000,4613941
70099,100279,340,50099,81,2025-10-14,Lunas,2025-10-22,30000,1852336,20000,8742183
70100,100957,863,50100,600,2025-08-08,Belum Lunas,,30000,4781590,10000,1233135
70101,100446,341,50101,914,2024-11-10,Lunas,2024-11-23,50000,876830,20000,8138285
70102,100601,637,50102,854,2025-11-17,Lunas,2025-11-22,30000,2322149,20000,8937230
70103,100372,605,50103,639,2025-06-10,Lunas,2025-06-22,50000,2982788,10000,4613941
70104,100123,489,50104,330,2025-12-22,Lunas,2026-01-15,30000,1904355,20000,3983678
70105,100110,346,50105,595,2025-08-29,Lunas,2025-09-27,50000,3363948,10000,41145417
70106,100482,746,50106,236,2025-09-23,Lunas,2025-10-15,20000,2028368,10000,3240250
70107,100935,818,50107,210,2025-03-03,Lunas,2025-03-28,50000,1775871,50000,8143577
70108,100388,89,50108,556,2025-08-14,Belum Lunas,,50000,4695742,10000,1219505
70109,100942,648,50109,705,2025-10-11,Lunas,2025-10-26,50000,3124013,50000,5819729
70110,100672,350,50110,937,2025-07-20,Belum Lunas,,20000,4097627,50000,3957924
70111,100622,152,50111,811,2024-12-29,Lunas,2025-01-13,20000,679094,20000,6831640
70112,100328,542,50112,409,2025-12-29,Lunas,2026-01-23,30000,4317832,50000,3650378
70113,100972,47,50113,522,2025-04-13,Lunas,2025-04-23,30000,104189,50000,7120539
70114,100513,16,50114,635,2025-07-16,Lunas,2025-08-07,50000,4539491,10000,46072672
70115,100439,893,50115,91,2025-07-29,Lunas,2025-08-02,20000,2580231,20000,19071038
70116,100126,272,50116,925,2025-01-23,Lunas,2025-02-11,30000,1158640,50000,3784247
70117,100206,837,50117,702,2025-05-10,Lunas,2025-05-23,30000,4473873,20000,3489131
70118,100910,909,50118,618,2025-12-08,Lunas,2025-12-11,50000,4896051,50000,48317491
70119,100366,317,50119,804,2025-11-25,Belum Lunas,,20000,3056376,10000,36438449
70120,100111,80,50120,386,2025-12-07,Belum Lunas,,30000,2751792,20000,2376715
70121,100103,100,50121,563,2025-10-05,Lunas,2025-10-10,50000,2149256,50000,24246230
70122,100142,603,50122,908,2024-05-18,Lunas,2024-06-10,50000,1623974,10000,9568001
70123,100300,486,50123,751,2025-10-28,Lunas,2025-11-21,50000,808165,10000,8238227
70124,100163,140,50124,5,2025-07-21,Lunas,2025-08-11,50000,1012163,50000,1756570
70125,100551,679,50125,525,2025-06-28,Belum Lunas,,20000,2395596,10000,6320101
70126,100785,655,50126,293,2025-07-19,Lunas,2025-08-08,20000,4091598,20000,3989602
70127,100193,253,50127,854,2025-07-23,Belum Lunas,,50000,2426093,50000,1370969
70128,100540,97,50128,295,2025-08-03,Lunas,2025-08-09,30000,2293765,50000,4577736
70129,100419,816,50129,877,2025-10-23,Lunas,2025-11-08,30000,2071054,10000,7199273
70130,100169,123,50130,798,2025-02-18,Lunas,2025-02-21,50000,3207513,20000,1648769
70131,100310,358,50131,720,2025-03-30,Belum Lunas,,50000,4100385,20000,3122938
70132,100151,118,50132,299,2025-07-16,Lunas,2025-07-28,20000,4318829,50000,1270757
70133,100316,879,50133,578,2025-11-06,Lunas,2025-11-08,20000,3548350,20000,1281423
70134,100843,431,50134,414,2025-04-18,Belum Lunas,,30000,3055160,10000,1067030
70135,100526,445,50135,226,2025-11-15,Lunas,2025-11-20,30000,3615744,10000,683506
70136,100907,798,50136,76,2025-04-19,Lunas,2025-04-21,20000,3518274,50000,42528225
70137,100384,482,50137,239,2025-09-26,Lunas,2025-10-21,20000,4042040,50000,8528981
70138,100391,303,50138,427,2025-11-07,Lunas,2025-11-24,20000,1838449,10000,7971841
70139,100605,743,50139,406,2025-10-08,Lunas,2025-10-29,50000,1548712,50000,1026792
70140,100433,511,50140,683,2025-08-15,Lunas,2025-09-13,20000,4994241,10000,8986564
70141,100690,44,50141,116,2025-11-22,Lunas,2025-12-19,20000,4006607,50000,35898614
70142,100463,311,50142,489,2025-10-30,Lunas,2025-11-04,30000,3269172,20000,7350363
70143,100236,782,50143,173,2024-08-25,Lunas,2024-08-31,50000,4118467,20000,9108731
70144,100617,754,50144,574,2025-03-01,Lunas,2025-03-12,20000,4841762,10000,5311228
70145,100891,418,50145,906,2025-11-13,Lunas,2025-12-01,50000,4082525,20000,6325253
70146,100309,910,50146,914,2025-04-15,Belum Lunas,,20000,4506810,50000,13997345
70147,100791,305,50147,651,2025-11-07,Lunas,2025-11-22,30000,4666537,20000,12833858
70148,100229,983,50148,321,2025-12-07,Lunas,2025-12-14,20000,1697280,20000,4815299
70149,100589,392,50149,569,2024-09-10,Belum Lunas,,50000,781194,10000,1293782
70150,100607,486,50150,495,2025-12-01,Belum Lunas,,50000,3425168,20000,8238227
70151,100486,539,50151,824,2025-09-26,Lunas,2025-10-15,50000,4736638,20000,43967739
70152,100908,800,50152,365,2025-06-26,Belum Lunas,,20000,2856363,10000,4773848
70153,100296,897,50153,488,2025-12-13,Belum Lunas,,20000,2727951,10000,904290
70154,100605,743,50154,735,2024-10-11,Lunas,2024-11-06,30000,1088115,50000,1026792
70155,100702,672,50155,904,2024-12-30,Lunas,2025-01-09,20000,4172610,20000,711657
70156,100423,340,50156,427,2024-07-20,Lunas,2024-08-18,30000,4544053,10000,8742183
70157,100459,383,50157,757,2025-11-03,Lunas,2025-11-26,30000,1194292,10000,6181712
70158,100088,562,50158,67,2025-11-03,Belum Lunas,,30000,1275828,50000,37540550
70159,100147,695,50159,444,2024-07-24,Lunas,2024-07-28,20000,1187903,20000,1256616
70160,100049,794,50160,978,2025-07-14,Belum Lunas,,30000,2905411,20000,34188222
70161,100187,913,50161,358,2025-12-28,Lunas,2025-12-28,30000,2306380,50000,2255630
70162,100102,569,50162,858,2025-12-15,Lunas,2026-01-07,50000,535237,10000,26215213
70163,100813,427,50163,101,2024-05-03,Belum Lunas,,30000,1486712,50000,1941721
70164,100863,648,50164,763,2025-10-22,Lunas,2025-11-16,50000,3827838,20000,5819729
70165,100839,344,50165,536,2025-03-26,Lunas,2025-04-08,30000,1328023,20000,7642301
70166,100042,82,50166,865,2025-12-05,Lunas,2025-12-23,20000,2851183,50000,1925043
70167,100681,96,50167,387,2025-06-15,Lunas,2025-07-01,20000,2174798,20000,4167062
70168,100992,419,50168,387,2025-01-14,Lunas,2025-01-24,50000,954232,50000,21644245
70169,100678,118,50169,948,2025-09-25,Lunas,2025-10-21,50000,4587581,10000,1270757
70170,100764,637,50170,163,2025-01-06,Lunas,2025-01-21,50000,3676607,50000,8937230
70171,100443,475,50171,53,2025-04-21,Lunas,2025-05-17,50000,1259797,50000,1998698
70172,100915,293,50172,872,2025-12-01,Lunas,2025-12-09,30000,791349,50000,6878894
70173,100598,740,50173,126,2025-12-30,Lunas,2026-01-04,30000,2163801,50000,5621916
70174,100578,993,50174,483,2025-10-02,Lunas,2025-10-04,30000,1249338,50000,24985844
70175,100536,250,50175,282,2025-09-16,Lunas,2025-09-30,30000,1184805,10000,6861009
70176,100025,619,50176,233,2025-11-29,Belum Lunas,,20000,2172733,10000,37078779
70177,100812,356,50177,800,2025-06-06,Belum Lunas,,20000,688331,20000,5316830
70178,100694,753,50178,460,2025-11-26,Lunas,2025-12-22,50000,882617,10000,3858243
70179,100643,262,50179,820,2024-10-25,Lunas,2024-11-15,20000,4870353,20000,1657462
70180,101000,542,50180,124,2025-10-08,Lunas,2025-10-24,20000,590122,20000,3650378
70181,100773,196,50181,887,2025-11-06,Lunas,2025-11-19,20000,3383972,10000,6504131
70182,100336,204,50182,508,2025-10-27,Lunas,2025-11-04,50000,3410094,20000,8889972
70183,100280,996,50183,865,2025-12-20,Belum Lunas,,30000,2006631,20000,18092344
70184,100537,231,50184,525,2025-11-21,Belum Lunas,,50000,3478699,50000,14995684
70185,100764,637,50185,863,2025-06-25,Lunas,2025-07-02,20000,2201228,10000,8937230
70186,100214,326,50186,96,2025-03-15,Lunas,2025-03-24,30000,2168919,50000,1642629
70187,100498,510,50187,125,2025-05-25,Lunas,2025-06-05,20000,1290952,20000,40802510
70188,100480,219,50188,951,2025-12-06,Lunas,2025-12-29,50000,4857036,50000,5671490
70189,100206,837,50189,198,2025-05-16,Belum Lunas,,50000,2180776,20000,3489131
70190,100867,13,50190,507,2024-06-16,Lunas,2024-07-05,50000,1467017,20000,7840671
70191,100969,925,50191,973,2025-12-27,Lunas,2025-12-28,30000,1514145,50000,1704458
70192,100153,43,50192,500,2025-07-23,Lunas,2025-08-05,50000,4169258,20000,5278304
70193,100500,314,50193,317,2025-10-10,Lunas,2025-11-07,20000,3322432,10000,3443676
70194,100090,908,50194,128,2025-04-02,Lunas,2025-04-06,50000,4902968,20000,6927745
70195,100660,95,50195,1000,2025-11-29,Lunas,2025-12-06,50000,3572260,50000,26857292
70196,100184,709,50196,127,2025-12-30,Lunas,2026-01-11,20000,522413,10000,9548428
70197,100566,162,50197,628,2025-08-31,Lunas,2025-09-29,50000,1937150,50000,39168861
70198,100547,396,50198,246,2025-07-24,Lunas,2025-07-27,30000,2752730,10000,25265942
70199,100639,316,50199,500,2025-11-21,Lunas,2025-12-18,20000,3902652,20000,3187998
70200,100842,930,50200,216,2025-10-08,Lunas,2025-10-11,30000,4978332,20000,6205858
70201,100937,924,50201,830,2025-05-20,Lunas,2025-05-20,50000,398504,20000,1785050
70202,100125,856,50202,875,2025-03-14,Lunas,2025-03-24,20000,970414,20000,7156343
70203,100316,879,50203,254,2025-08-21,Lunas,2025-08-26,30000,4372405,50000,1281423
70204,100632,520,50204,66,2025-06-30,Lunas,2025-07-23,20000,3852904,50000,49226905
70205,100606,891,50205,362,2025-04-22,Lunas,2025-05-11,20000,2805387,20000,28254963
70206,100805,146,50206,59,2025-08-03,Lunas,2025-08-29,50000,3009105,10000,35391224
70207,100769,57,50207,655,2025-09-03,Lunas,2025-09-28,30000,497490,50000,29927577
70208,100335,242,50208,795,2025-12-24,Lunas,2025-12-27,30000,4190426,10000,23670804
70209,100937,924,50209,549,2025-11-19,Lunas,2025-11-30,20000,4600337,20000,1785050
70210,100090,908,50210,342,2025-11-21,Lunas,2025-12-10,20000,1045114,10000,6927745
70211,100684,598,50211,874,2025-12-27,Lunas,2025-12-28,50000,4517874,20000,31019841
70212,100667,185,50212,22,2025-01-27,Lunas,2025-02-22,50000,4986576,50000,6249208
70213,100884,66,50213,783,2025-10-13,Lunas,2025-10-13,20000,2887401,20000,8472842
70214,100333,641,50214,248,2025-08-05,Lunas,2025-08-08,20000,4624478,10000,6030611
70215,100282,542,50215,218,2025-12-15,Belum Lunas,,20000,1708662,10000,3650378
70216,100895,542,50216,962,2025-12-08,Lunas,2026-01-02,20000,2996351,50000,3650378
70217,100593,824,50217,595,2025-07-19,Lunas,2025-07-29,30000,3852112,20000,7550114
70218,100640,909,50218,155,2025-11-30,Lunas,2025-12-22,50000,4038106,50000,48317491
70219,100734,364,50219,233,2024-06-26,Lunas,2024-07-16,20000,3047674,50000,6017706
70220,100685,311,50220,561,2025-11-03,Lunas,2025-11-29,20000,2059292,20000,7350363
70221,100850,550,50221,430,2025-03-22,Lunas,2025-04-14,20000,4065209,20000,8078368
70222,100676,271,50222,900,2025-07-24,Lunas,2025-08-20,20000,4939567,20000,27975631
70223,100380,626,50223,651,2025-05-19,Lunas,2025-06-01,30000,3385123,20000,4763785
70224,100086,116,50224,256,2025-12-24,Lunas,2026-01-08,50000,3092803,50000,5796052
70225,100563,990,50225,508,2025-11-19,Lunas,2025-12-02,20000,4246547,20000,3874748
70226,100631,607,50226,945,2025-06-17,Lunas,2025-06-20,50000,2455373,50000,39586292
70227,100777,80,50227,204,2025-12-29,Lunas,2026-01-05,50000,2751620,10000,2376715
70228,100554,973,50228,647,2025-08-22,Lunas,2025-08-27,30000,818584,20000,1765157
70229,100649,698,50229,512,2025-06-16,Lunas,2025-07-03,20000,1168230,10000,4842218
70230,100272,482,50230,924,2025-12-29,Lunas,2026-01-04,50000,2728751,10000,8528981
70231,100575,168,50231,220,2025-10-14,Lunas,2025-10-16,50000,1675414,50000,7232590
70232,100821,324,50232,586,2024-06-02,Belum Lunas,,50000,4367357,10000,19031817
70233,100784,381,50233,922,2025-12-21,Lunas,2025-12-21,50000,2216102,10000,40516497
70234,100053,137,50234,684,2025-11-04,Belum Lunas,,50000,2723788,10000,5313229
70235,100825,695,50235,634,2025-05-19,Belum Lunas,,30000,3917842,20000,1256616
70236,100750,90,50236,120,2025-10-18,Lunas,2025-10-18,20000,1768004,50000,1222440
70237,100248,345,50237,800,2025-02-09,Lunas,2025-02-22,50000,3537610,50000,8260941
70238,100465,499,50238,115,2024-11-16,Belum Lunas,,20000,2341304,50000,2123275
70239,100080,610,50239,757,2025-07-01,Lunas,2025-07-12,30000,3944741,50000,1143766
70240,100003,870,50240,593,2025-09-29,Lunas,2025-10-05,20000,4171344,20000,802899
70241,100164,409,50241,465,2025-10-05,Lunas,2025-10-10,30000,393981,50000,13509322
70242,100313,946,50242,421,2024-06-26,Lunas,2024-07-14,30000,126059,10000,16860188
70243,100822,197,50243,954,2025-12-27,Belum Lunas,,30000,3656932,50000,21968305
70244,100024,513,50244,212,2025-02-08,Lunas,2025-02-28,30000,4078627,10000,1127745
70245,100121,156,50245,191,2025-01-01,Belum Lunas,,50000,890064,50000,41648471
70246,100829,422,50246,929,2025-05-09,Lunas,2025-05-23,50000,2271777,10000,34431200
70247,100828,398,50247,566,2025-10-28,Lunas,2025-10-28,30000,524900,20000,45158366
70248,100513,16,50248,754,2025-12-11,Lunas,2025-12-12,50000,2796094,10000,46072672
70249,100829,422,50249,465,2025-03-01,Lunas,2025-03-25,20000,2598369,20000,34431200
70250,100713,549,50250,947,2025-05-05,Belum Lunas,,20000,3713467,10000,36492580
70251,100890,357,50251,846,2024-12-24,Lunas,2025-01-11,30000,186362,10000,42833038
70252,100506,874,50252,183,2025-10-11,Lunas,2025-10-27,20000,4765046,10000,2185800
70253,100391,303,50253,552,2025-03-15,Lunas,2025-04-03,20000,2249677,10000,7971841
70254,100047,250,50254,54,2025-10-29,Lunas,2025-11-20,30000,316174,10000,6861009
70255,100802,820,50255,132,2025-12-24,Lunas,2025-12-30,30000,3900458,10000,3325829
70256,100953,847,50256,570,2025-05-08,Lunas,2025-05-24,50000,1763149,20000,18009562
70257,100993,706,50257,951,2025-03-20,Lunas,2025-03-23,50000,798743,50000,2193875
70258,100330,562,50258,284,2025-12-23,Lunas,2026-01-11,20000,254859,20000,37540550
70259,100356,881,50259,91,2025-07-13,Belum Lunas,,30000,1010942,50000,16830914
70260,100983,669,50260,163,2025-06-11,Lunas,2025-06-14,50000,4630544,10000,1491936
70261,100240,698,50261,760,2024-10-24,Lunas,2024-11-17,20000,904218,10000,4842218
70262,100140,392,50262,727,2025-09-06,Belum Lunas,,50000,3479619,10000,1293782
70263,100597,396,50263,504,2024-01-20,Lunas,2024-02-02,20000,4857752,50000,25265942
70264,100831,196,50264,597,2025-04-26,Lunas,2025-05-15,20000,1637492,20000,6504131
70265,100730,188,50265,583,2025-08-18,Lunas,2025-09-13,30000,4684041,20000,1502928
70266,100969,925,50266,420,2025-09-25,Lunas,2025-09-29,20000,2758563,20000,1704458
70267,100744,879,50267,487,2025-11-17,Lunas,2025-11-22,30000,2218018,10000,1281423
70268,100767,296,50268,997,2025-09-10,Lunas,2025-10-02,50000,1291084,10000,4076756
70269,100397,48,50269,349,2025-08-21,Lunas,2025-08-21,30000,1034600,50000,1160059
70270,100130,589,50270,163,2025-11-24,Lunas,2025-11-28,30000,3241379,20000,33267072
70271,100343,876,50271,313,2025-08-21,Lunas,2025-09-16,50000,2562639,20000,28840313
70272,100489,48,50272,757,2025-10-30,Belum Lunas,,30000,1499984,50000,1160059
70273,100736,572,50273,78,2025-01-19,Lunas,2025-01-20,50000,870700,20000,964310
70274,100378,20,50274,414,2025-11-27,Lunas,2025-12-04,30000,1541918,10000,926663
70275,100983,669,50275,75,2024-04-29,Lunas,2024-05-19,20000,2318746,20000,1491936
70276,100076,640,50276,695,2025-02-02,Lunas,2025-02-06,20000,4185928,50000,8545794
70277,100562,618,50277,274,2025-11-20,Lunas,2025-12-03,30000,128350,50000,5156705
70278,100992,419,50278,20,2025-02-02,Belum Lunas,,50000,3660029,10000,21644245
70279,100300,486,50279,3,2025-12-06,Lunas,2025-12-15,20000,4841658,50000,8238227
70280,100044,594,50280,157,2025-12-14,Lunas,2026-01-01,20000,4224933,10000,28919188
70281,100305,18,50281,209,2024-08-01,Belum Lunas,,50000,4824764,10000,5211176
70282,100347,381,50282,195,2025-10-21,Lunas,2025-11-08,50000,293560,10000,40516497
70283,100313,946,50283,197,2025-07-08,Lunas,2025-08-02,20000,538773,20000,16860188
70284,100752,254,50284,351,2025-09-04,Lunas,2025-09-05,30000,3497484,50000,38660393
70285,100283,357,50285,69,2025-11-27,Lunas,2025-12-14,50000,558995,20000,42833038
70286,100077,490,50286,544,2024-11-03,Belum Lunas,,30000,2778364,20000,47045421
70287,100513,16,50287,777,2025-12-26,Lunas,2026-01-18,20000,2064394,10000,46072672
70288,100715,53,50288,677,2025-07-15,Lunas,2025-07-24,30000,2186405,20000,33963917
70289,100978,221,50289,420,2025-09-14,Lunas,2025-09-20,50000,1931931,10000,9112991
70290,100066,330,50290,967,2024-12-01,Lunas,2024-12-08,30000,4394032,20000,12384322
70291,100161,924,50291,983,2025-09-25,Lunas,2025-10-15,30000,4595126,50000,1785050
70292,100324,563,50292,82,2024-07-28,Belum Lunas,,30000,3823503,10000,20036753
70293,100766,532,50293,850,2025-04-20,Lunas,2025-05-04,20000,4286854,10000,713899
70294,100968,310,50294,341,2025-04-18,Belum Lunas,,20000,1542066,20000,46984803
70295,100825,695,50295,187,2025-06-28,Lunas,2025-07-09,50000,231480,50000,1256616
70296,100060,78,50296,642,2025-08-05,Lunas,2025-08-18,50000,1676341,50000,1594766
70297,100533,527,50297,972,2024-03-29,Lunas,2024-04-16,20000,1927589,10000,28911450
70298,100937,924,50298,418,2025-11-11,Lunas,2025-11-22,50000,4801266,10000,1785050
70299,100431,530,50299,364,2025-12-09,Lunas,2026-01-07,50000,2373936,20000,1176174
70300,100843,431,50300,807,2025-12-28,Lunas,2026-01-04,50000,4806130,20000,1067030
70301,100548,92,50301,979,2025-12-02,Lunas,2025-12-02,50000,2055145,50000,7917786
70302,100608,696,50302,710,2024-05-30,Lunas,2024-06-23,20000,2266236,10000,36701572
70303,100503,159,50303,472,2024-03-18,Lunas,2024-04-09,50000,494742,10000,4420522
70304,100451,622,50304,308,2025-11-10,Belum Lunas,,50000,3764033,50000,45675627
